"Bernard Carvalho a rejoint le match. On continue de chercher les 3 joueurs manquants.,8PBBbAuFVUbiJeNfSqpZ4ihm6rZ2,joingame,2024-07-27T08:28:48.918Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/users%2F8PBBbAuFVUbiJeNfSqpZ4ihm6rZ2%2Fuploads%2F1721475843748077.jpg?alt=media&token=35e096ac-6d74-4346-aad9-5c162c0856d8,Nouveau joueur ⚽️,https://poteau.app/game/gLce7Ndt2CV54XjXga69,""dwzdMo3vIjdzZ0yWt8AHMYhAQ2K3, DU7T4dGw0BQ6W2jgf1TbhfgeB703, psf3NmXEPwdCltHKJC7VuvJocrF3"",,LOHLFqt90";jI~WxuRqWC4^xtxVW.,gLce7Ndt2CV54XjXga69,,,,,,,;
"Karim B.  a rejoint le match. On continue de chercher le joueur manquant.,BqdlGCaDl9c4POE2OFqDHMXdXtS2,joingame,2024-07-27T08:28:53.215Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/users%2FBqdlGCaDl9c4POE2OFqDHMXdXtS2%2Fuploads%2F1703500999201680.jpg?alt=media&token=6eb8def2-d6e3-454d-bca8-74be22511685,Nouveau joueur ⚽️,https://poteau.app/game/FrrfOe3KOWVJQrk0oHdS,""w2pqnEvUFnPCEX7c59P2E6Z5QSA3, z6VEeDGVzCNW9Jm82fa2ScwHmlH2, xGKtzS9uNXW9tDOchvGirplIbPd2, w2pqnEvUFnPCEX7c59P2E6Z5QSA3"",,""L8DR$w-T9sR$5JR*k7WA0:s,$+s:"",FrrfOe3KOWVJQrk0oHdS,,,,,,,";;
"Slt les gars,

C’est bon toute le monde vient dimanche ?,suum8IilfVRutHIn0L8DcNkzKaQ2,gamesheet,2024-07-27T08:30:00.692Z,published,,Killian Habran 💬,https://poteau.app/game/nUvvoju5GTlNG7RnrU00,""ObEZRNA4o2OC8rrGIY7PtmCV1x42, suum8IilfVRutHIn0L8DcNkzKaQ2, FmrJBN1zijanBaTJOXEbu3Tibj43, OzLFvBOoMqRSOaOPIDS8egaWtVU2, V6mqbc9C8FNa1RQlUupjeoqOsZL2"",,,nUvvoju5GTlNG7RnrU00,,,,,,,";;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:16.256Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,8G1tWLqVAHbJZGxnMXTOmoeIb1h1,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,xJbbbodP6NT6g9tt04FO,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:16.380Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,ZqNiBQSWzbbEpF70oGxDC5EyeyR2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,dORE3PpnyQDl9mxJBqRl,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:16.792Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,EdOFqizXHIcnor68P7pqXtYVL9y2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,YtIaVJAzfv4JMBmjn7Tj,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.101Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,FKVWkU5it8OdIm5iCQjF7qOmXZ12,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,TZXzgabtp3XtgdcPNe8t,,,,,,;;
Samedi à 10:30 à Top Ten, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.119Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/vR6IbjGNg1Egv3WC2iGE,VWhkFApDKrePyzTp7oELReCK3eu1,,KPS$icof?wtRfQWB.9azD#,vR6IbjGNg1Egv3WC2iGE,2FYi1hKJGbDQVEqZcCLK,,,,,,;;
Samedi à 10:30 à Top Ten, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.185Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/vR6IbjGNg1Egv3WC2iGE,Efn2Ep3N7uXrnCvsC51QEGNchCT2,,KPS$icof?wtRfQWB.9azD#,vR6IbjGNg1Egv3WC2iGE,jLTDrvmHmjXOOCzprm3E,,,,,,;;
Samedi à 10:30 à Top Ten, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.371Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/vR6IbjGNg1Egv3WC2iGE,P5wV4ARebaexiFPsOgsP9nN4jUU2,,KPS$icof?wtRfQWB.9azD#,vR6IbjGNg1Egv3WC2iGE,QyTP9GdRoYvGYEoWxe5z,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.376Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,iiLBIhwLMJfQum7roIJworswIYX2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,pdxFLXSwPNEL2C53aZmp,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.462Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,yFhl0RDna4T3cCmuIpcZwwklgxh2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,VNPEgjwe1pPedwrtCygZ,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.472Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,qvxgd5D9lBPflXsbnaEeJfxthgg1,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,6zuXVtATjP9lDopsUnGG,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.480Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,3qztBZUbrORZHuTyXKaeDOZXTaj2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,pu46YyKmWU6VQY5DObnO,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.561Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,fyg07S9TjfelNqwFkCMDFHWRV272,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,XVsrBlNeNbWCjmB5tTOy,,,,,,;;
Samedi à 10:30 à Top Ten, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.660Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/vR6IbjGNg1Egv3WC2iGE,lCmaLZMrYoZyuxCfO1KEVQksSd92,,KPS$icof?wtRfQWB.9azD#,vR6IbjGNg1Egv3WC2iGE,6aM91inxqJ0FSdD2TEZv,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.663Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,8UyA8QfGeLgRpk114U1xkvNQ85v2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,vxyqRZBA7DYSj2iZ8UGu,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:17.741Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,FoaJNcuCArMqvMhWRQMKveNQV3D3,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,H8cpftVfiK4XDXoglM6b,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.158Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,wxI4dpLFReZnHg0oCOHGE3WBWeN2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,F1WPpRwZvdc2kTNgilt1,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.354Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,Jn9RN8m1JjfbdaXWrQHUQqBv2tO2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,29DicsnQkZo9UI7yrvt9,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.375Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,H5LF48cSV0ZdMcYC3mA9SWZFzN42,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,X6jNMXqfL6g97wCgyKIV,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.410Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,lu46BbyU4ggem3SvycGi2wXWe0p1,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,P3UwPqNEAkashShed5pL,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.451Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,fBzlPSoH5EQu5i89wFnfaQzoipF2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,hiKH1uW6U3sl8TD37B71,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.540Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,5ka0XQUVEGeIcSvVMb0c9EtLikq1,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,oJmayITlMzisAVS0G5Ys,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.664Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,ddwMdBQzJkXvhNNdYbA3O6eoVkm1,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,PzimON8Gt9uO9VcJHYCN,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.750Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,oTfHWeRTNEXL9rB39L0j47TeIzA3,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,QgAB95lE45ny1pgPPdU0,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.771Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,Rn7XtJ8S7kNm5DDbKwnAJPCT3jR2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,fNs8iePSfnJ3QxWlipO2,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.771Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,upf1OX0Yx2b3zivqACkG3QaHDxw1,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,IzU2IZs1WrFrv9abovqB,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.774Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,WYUiUNuNoWhJHZlNhp4gcZ8fjqr2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,jKt9NZxk3YChEyoTgLyv,,,,,,;;
Samedi à 10:30 à Stadium Thiais, réponds oui ou non,,game_invitations,2024-07-27T08:30:18.838Z,published,https://firebasestorage.googleapis.com/v0/b/krank-club.appspot.com/o/images%2Falert-push.png?alt=media&token=1f693749-6df2-49a5-b577-73109cf2d7d9,Nouvelle invitation ⚽️,https://poteau.app/game/uAO795Z4n8QbecLpMdkJ,xK1fJG5LX8gsuj8tTeqz4KxOInj2,,KPS$icof?wtRfQWB.9azD#,uAO795Z4n8QbecLpMdkJ,d4qLy55S5qSMbJ5Xg10N,,,,,,;;
