DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE,DURATION,PRICE,PRICE_UNDISCOUNTED,VISIBILITY,GOLD_EXCLUSIVE,MOOD,LEVEL,ORGANIZER,ATTENDEES,MAX_PLAYERS,GOOD_PLAYERS,LATE_PLAYERS,NO_SHOW_PLAYERS,RUDE_PLAYERS,INTERESTED,PAYMENT_TYPE
67566BsAIxPnuvIfGrRv,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2025-02-01T09:15:00.000Z,90,14.5,,public,true,Chill,2,qfuJH3uT85XJg4XuGzVu3S0lxsI3,10,10,0,0,0,0,1,on-site
9vtHOH2VGDvSc3r5YInK,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199891&2.3936414,2025-02-01T09:15:00.000Z,90,13.5,18,public,true,Détente,3,e3jcLetxPoenk1Kh9GFrB6WCUjU2,10,10,2,0,0,0,1,on-site
VH9T8NOdy16ieHmSvxtH,UrbanSoccer Lyon Dardilly,published,captain,ChIJCUTRkdft9EcRI6EwEW48X0k,45.792426&4.738842,2025-02-01T09:15:00.000Z,60,8.5,,public,true,Détente,3,gUcNAgYMgAM9sCk2UguKU2LN8Za2,7,10,0,0,0,0,0,on-site
uXZJICU4ANL0wXzPHoGR,Parcours sportif de la plaine du Luth,canceled,captain,ChIJzRgVdzJv5kcRvh7TyyBSol0,48.9353111&2.2867938,2025-02-01T09:20:00.000Z,90,,,public,false,Compétition,5,IPBsO07hSPQnWzruNVQADGFnN7F2,12,12,0,0,0,0,3,on-site
3aDw1UGUWWAbUYXYEBie,Le Street Foot en Salle,played,captain,ChIJt_AXL6Jg5kcRu6rBmnrmeUM,49.0164435&2.181307,2025-02-01T09:30:00.000Z,120,10,16,public,true,Détente,4,aCPGHZTGQaV2Cbw0D43kNCsMkrg1,12,12,0,0,0,0,1,on-site
6ojNbhFIvmfRSfv4hJ1G,Parc Interdépartemental des Sports du Tremblay,played,captain,ChIJBVkfrQ4N5kcRGi-XnNQN_yo,48.8277008&2.4934848,2025-02-01T09:30:00.000Z,120,,,public,false,Compétition,4,UOQPCcwCrZQFZzMd4dKzUVGstCH2,16,16,5,0,0,0,3,on-site
GUkTN1rg7LdEsqAAu4UY,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2025-02-01T09:30:00.000Z,60,11,,public,true,Détente,3,8V691eLd0QUso6rosfvRXAusjsh1,10,10,1,0,0,0,2,on-site
b6gamisTmofJL9FTHQjM,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2025-02-01T09:30:00.000Z,120,13,,private,false,Détente,2,qpBjVPC0BXWIRHrqFXbFPS2oZPd2,12,12,7,0,0,0,2,on-site
kdlSCmfZMhFacElXsbQH,Stadium Thiais,played,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2025-02-01T09:30:00.000Z,90,12,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,8,0,0,0,3,on-site
o49NRCBJPyQfNTcdW08l,Le Street Foot en Salle,canceled,captain,ChIJt_AXL6Jg5kcRu6rBmnrmeUM,49.0164435&2.181307,2025-02-01T09:30:00.000Z,120,10,16,public,true,Détente,4,aCPGHZTGQaV2Cbw0D43kNCsMkrg1,0,12,0,0,0,0,0,on-site
yI9Wyhigx78bK5C3afab,LE FIVE Montreuil,published,captain,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8607303&2.4650432,2025-02-01T09:30:00.000Z,60,10,,public,true,Détente,4,JSt19AgkC0ceoNtHOnQeFiZBq1I3,9,10,0,0,0,0,0,on-site
85EiUKhfb8700yN39dbL,UrbanSoccer - Puteaux-Île,played,captain,ChIJOcfdBAFl5kcRkRZHKueTbMQ,48.8762619&2.243941,2025-02-01T10:00:00.000Z,90,4,,public,true,Détente,3,XnvW9brVmuclYXS7MIYBC1ThD8e2,22,22,0,0,0,0,0,on-site
B5OAuT8KmTIkFRLRohGr,Stade Élisabeth,canceled,captain,ChIJkXj9tq5x5kcROlxynHzTh9o,48.8207737&2.3270972,2025-02-01T10:00:00.000Z,120,,,public,false,,,VCrHeKooWjXpZ8sGmKJQyyeyJ1p1,2,12,0,0,0,0,0,on-site
BvEJpvv5qgqAUf4I9McX,UrbanSoccer Meudon,played,captain,ChIJ0WKvjbh75kcRoqSmyWwW2jQ,48.80013599999999&2.2140811,2025-02-01T10:00:00.000Z,60,12,12.5,public,true,Détente,3,Ea6M9KaEcEZpJ0TzLdWvWJaUD5t1,10,10,0,0,0,0,0,on-site
IhvmSoh2JTID2ucDv3Gd,Sport dans la Ville Pantin,published,pro,ChIJ39q_xupt5kcRazzdqWLF2s4,48.9055187&2.4070918,2025-02-01T10:00:00.000Z,60,7,7.5,public,false,,,3MO0SZWs09f6yKRmyAM4svj9mjF2,0,10,0,0,0,0,0,on-site
KySRTVEKVDBwePeS3Vtf,Le CR5,published,pro,ChIJnVE47IHn5UcRr5XRwCaPE38,48.5261384&2.385494,2025-02-01T10:00:00.000Z,60,7,,public,false,,,GzPoiWwRMmZkwvPoB2LII5OoQMw2,0,10,0,0,0,0,0,on-site
MdoVI2zQecGWN3YQcX9M,LE FIVE Villette,played,captain,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2025-02-01T10:00:00.000Z,60,10,,public,true,Détente,3,dN3fExYmAhPntVG0clRiSVuy0R42,10,10,0,0,0,0,0,on-site
ZrL96bLrAvIXUftsAiaa,LE FIVE Villette,played,captain,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2025-02-01T10:00:00.000Z,60,10,,public,true,Détente,3,2WS400bM7uX0xELJAMzrwgVMkOM2,10,10,1,0,0,0,0,on-site
adylN5w6IMntP7uUgfmK,UrbanSoccer - Puteaux-Île,canceled,captain,ChIJOcfdBAFl5kcRkRZHKueTbMQ,48.8762619&2.243941,2025-02-01T10:00:00.000Z,120,,,public,true,Détente,,XnvW9brVmuclYXS7MIYBC1ThD8e2,13,16,0,0,0,0,1,on-site
cTublaY6g4WW51r04fNT,Stade de la grenouillère,published,captain,ChIJ72-ON8135kcR__Ke_xtObCM,48.763303&2.2958683,2025-02-01T10:00:00.000Z,120,,,public,false,Détente,3,2UFbATBG30TyHoXX5D8S5bFjHhX2,13,14,0,0,0,0,3,on-site
epGY8KKWlPyL5LQa8j13,GINGA STADIUM,published,pro,ChIJyfJZiyPaVA0RlY6_mDcql7U,44.81810309999999&-0.678014,2025-02-01T10:00:00.000Z,60,9,,public,false,,,VPHAFtSRRYcwTny1RJ6G8RvLYgo1,0,10,0,0,0,0,0,on-site
5QuTyAirk5hwu62Wpm5z,Centre Sportif Louis Lumière,played,captain,ChIJGXGU5oFt5kcRoEt_uR1RNJU,48.8589415&2.4130587,2025-02-01T10:15:00.000Z,120,5,,public,false,Compétition,5,libniKfH0VeUSBZlnDGwfgRWlPC3,12,12,0,0,0,0,2,on-site
xTh3L3j18QHXr7GhLfNd,Skatepark de Fontenay-aux-Roses,played,captain,ChIJu7KjJL9w5kcRxPlEr5YseXk,48.7929828&2.2918918,2025-02-01T10:45:00.000Z,120,,,public,false,Détente,3,DdDSgj4dCrUTqzrtSPKIATxhAwz1,16,16,1,0,0,0,3,on-site
0ToNEutbWP2KhTkrAbiS,Foot POWER 5,published,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2025-02-01T11:00:00.000Z,60,5,,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,0,10,0,0,0,0,0,on-site
3C36qtmfPFSxCnGUiTJS,GOPARK Pontoise,canceled,captain,ChIJ2cJmdhf15kcRQ4mUOxIVzd0,49.045624&2.0799886,2025-02-01T11:00:00.000Z,60,15,,public,false,Détente,3,2VZTX8iMGCgQa7Q2MtHqHuzF9Dy2,3,10,0,0,0,0,0,on-site
AmQbc8pUkADKY1FtYfI2,GINGA STADIUM,published,pro,ChIJyfJZiyPaVA0RlY6_mDcql7U,44.81810309999999&-0.678014,2025-02-01T11:00:00.000Z,60,9,,public,false,,,VPHAFtSRRYcwTny1RJ6G8RvLYgo1,0,10,0,0,0,0,0,on-site
H3bhFE2VM6iRg42t2oaR,Sport dans la Ville Pantin,published,pro,ChIJ39q_xupt5kcRazzdqWLF2s4,48.9055187&2.4070918,2025-02-01T11:00:00.000Z,60,7,7.5,public,false,,,3MO0SZWs09f6yKRmyAM4svj9mjF2,0,10,0,0,0,0,0,on-site
RLfFKgJpo6nBKM6Bg6Pc,Skatepark Charonne,played,captain,ChIJvbbfRvVt5kcRPabtcgU9cOk,48.85615199999999&2.3884234,2025-02-01T11:00:00.000Z,90,,,public,false,Chill,,AEckAudwF4XehHXO5CpSVWr08gO2,10,10,2,0,0,0,1,on-site
ZvukVE1mZkaLX1me58zf,UrbanSoccer - Asnières,played,captain,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2025-02-01T11:00:00.000Z,90,8.5,,public,true,Détente,3,vrVXJWNErnO0f2QrVkyJpwJ6DGX2,10,10,3,0,0,0,2,on-site
oRxxn1xq41Dh9DG3DjX0,Terrain n°23 du Parc Interdépartemental Des Sports de Choisy,played,captain,ChIJvZZjB3515kcRzK_dHETXJkc,48.7699126&2.4314566,2025-02-01T11:00:00.000Z,120,,,public,false,Détente,3,4wfM3ZXk50ZwT3MgJYdZBMhnju12,18,18,17,0,0,0,0,on-site
ugIGqXz54fZDhGCwJPk0,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2025-02-01T11:00:00.000Z,90,12,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,1,10,0,0,0,0,4,on-site
gKHYPuGOK90kp7ztFxAo,Square du Clos Feuquières,played,captain,ChIJc0O9yWxw5kcRK7KOwdcDrLc,48.83672120000001&2.2907745,2025-02-01T11:10:00.000Z,120,,,public,false,,4,whgKApoLqPVkphAmmcAaOtXkL4q2,10,10,3,0,0,0,3,on-site
q9szNAamocXEHgbdlFls,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2025-02-01T11:15:00.000Z,60,10,,public,true,Détente,3,nH7qV1gA8qgOQnZtSfdxyOYOHAh1,10,10,0,0,0,0,2,on-site
hnS7t4ijHH2D61JQb04g,UrbanSoccer Guyancourt,played,captain,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,2025-02-01T11:30:00.000Z,60,10,,public,true,Détente,3,CrOBczekKTQvhnbuUD1E4Hd2so03,10,10,0,0,0,0,3,on-site
7cY5W14IN4VqGtyblORW,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2025-02-01T12:00:00.000Z,90,15,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,7,10,0,0,0,0,1,on-site
F5PUiJlWiWKsOWR8QLTP,L PARK - LE FIVE - 4PADEL Lens Liévin,published,captain,ChIJ291icE063UcR1gWGn8xhzpw,50.429107&2.742526,2025-02-01T12:00:00.000Z,90,12,,public,false,Compétition,3,w354bbFdsUaL0D784c6BR7KSv3J3,4,10,0,0,0,0,0,on-site
W5GfoYo2Ef2Qq4W8ZmzH,UrbanSoccer - Lyon Parilly,canceled,captain,ChIJx3FQWjLC9EcRrrQb2eV7i_4,45.7120399&4.9039284,2025-02-01T12:00:00.000Z,90,16,,public,true,,3,jaX3WUBDk6ebeiNcQejk4ferm7x1,5,10,0,0,0,0,0,on-site
oJcF0KWxpABPpHywriJk,GINGA STADIUM,published,pro,ChIJyfJZiyPaVA0RlY6_mDcql7U,44.81810309999999&-0.678014,2025-02-01T12:00:00.000Z,60,9,,public,false,,,VPHAFtSRRYcwTny1RJ6G8RvLYgo1,0,10,0,0,0,0,0,on-site
oMJz0th3A8IfIEI0ZnJs,LE FIVE Annemasse,published,captain,ChIJVc4JI-FtjEcRkBpWIDCVoII,46.206535&6.280475,2025-02-01T12:00:00.000Z,60,5,,public,false,chill,2,4u43Uqli5lYArUYg16mjGBcd4wg1,7,10,0,0,0,0,1,on-site
oTCD2Wwm9FFcPnSUk1mV,UrbanSoccer - Puteaux-République,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2025-02-01T12:25:00.000Z,120,10,15,public,true,Détente,3,BVuvFmxqUVc4XalFgtr4Mu8bgci2,10,10,0,0,0,0,1,on-site
0uBVxzCoRzGnRIfXgvZd,LE FIVE Paris 18,canceled,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2025-02-01T12:30:00.000Z,90,13,19.5,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,0,10,0,0,0,0,1,in-app
3oNKie0GbJ8MhflQFZAF,LE FIVE Bobigny,played,captain,ChIJV8UONORs5kcRXxR5Qd7x130,48.901553&2.4313304,2025-02-01T13:00:00.000Z,60,10,,public,true,Détente,2,I5a7TpVcbUYnIcEcWRKihCgjZ1s2,10,10,2,0,0,0,1,on-site
FvsH8zxdojsRmY9u0jLH,Foot POWER 5,published,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2025-02-01T13:00:00.000Z,90,10,,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,0,10,0,0,0,0,1,on-site
WxhhbAFowPtUSr2TNNlY,LE FIVE Paris 18,hidden,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2025-02-01T13:00:00.000Z,180,14,22,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,4,10,0,0,0,0,0,on-site
aduk6W4KRdGvLXyhjo98,Stadium Thiais,published,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2025-02-01T13:00:00.000Z,90,12,,public,false,Détente,3,2HOT7MHA2SPEsLoFLjIt2NuRsb43,6,12,0,0,0,0,1,on-site
czmvL2J0z79MFMd0qJo8,Stade Pershing,published,captain,ChIJkcQMlTQN5kcRI81b8F0SOgw,48.8301194&2.4565601,2025-02-01T13:00:00.000Z,120,,,public,false,Détente,3,bb8ZZhJ4WMVcn5bAxb10kt8pUCp2,16,18,0,0,0,0,0,on-site
mjBsjpp1DNV22NYQkSS3,Torcy Futsal,canceled,captain,ChIJuTdX8lEF5kcRWDg9BFLrnys,48.8441243&2.6465094,2025-02-01T13:00:00.000Z,120,,,public,false,none,3,WqJO6AXB1HWGbYD9KxJlEzArhzp1,10,10,0,0,0,0,1,on-site
n8mB130zXwE3H7ff9Q33,GINGA STADIUM,published,pro,ChIJyfJZiyPaVA0RlY6_mDcql7U,44.81810309999999&-0.678014,2025-02-01T13:00:00.000Z,60,9,,public,false,,,VPHAFtSRRYcwTny1RJ6G8RvLYgo1,0,10,0,0,0,0,0,on-site
qb4a7lsCXCrmwmYkU6KN,LE FIVE Paris 18,hidden,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2025-02-01T13:00:00.000Z,180,14,22,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,4,10,0,0,0,0,0,on-site
qg4Sr7ClKAnPMR7rygnN,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2025-02-01T13:00:00.000Z,90,12,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,5,10,0,0,0,0,0,on-site
w1Y8qVA6ZszMeqbN9JEL,UrbanSoccer - Porte d'Aubervilliers,published,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2025-02-01T13:45:00.000Z,60,5,10,public,true,Compétition,4,N9u5WUZuznYL9bbTTUFcq11qWC23,9,10,0,0,0,0,0,on-site
KEnKw2OQ141NffnG6TzM,UrbanSoccer Meudon,played,captain,ChIJ0WKvjbh75kcRoqSmyWwW2jQ,48.80013599999999&2.2140811,2025-02-01T14:00:00.000Z,60,9,,public,true,Détente,2,94mMGe5sKXgR2L97x0sfMATfYmi1,10,10,1,0,0,0,2,on-site
L2dchDqzA1h6HBUVbqX6,LE FIVE Bezons,canceled,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190419&2.2117725,2025-02-01T14:00:00.000Z,90,13.5,,private,true,Détente,3,Ie6QHln4ZZT5QOIxAkzi1CEDjLG2,0,10,0,0,0,0,0,on-site
LhN2LhTH869CJTxN4V89,LE FIVE Bezons,played,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190419&2.2117725,2025-02-01T14:00:00.000Z,90,13,,public,true,,,w4JhahDwcUNNoFv56DLtD91PYJ42,10,10,2,0,0,0,1,on-site
Wh0LsC9ah4pWxE1R9z0L,GINGA STADIUM,published,pro,ChIJyfJZiyPaVA0RlY6_mDcql7U,44.81810309999999&-0.678014,2025-02-01T14:00:00.000Z,60,9,,public,false,,,VPHAFtSRRYcwTny1RJ6G8RvLYgo1,0,10,0,0,0,0,0,on-site
YvPnKzPEa25azFFzoCWH,LE FIVE Bezons,played,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190419&2.2117725,2025-02-01T14:00:00.000Z,90,13.5,,public,true,Détente,3,Ie6QHln4ZZT5QOIxAkzi1CEDjLG2,10,10,2,0,0,0,1,on-site
iKSUFr6yCMIVk2DA6O86,LE FIVE Bezons,canceled,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190419&2.2117725,2025-02-01T14:00:00.000Z,90,13.5,,public,true,Détente,3,Ie6QHln4ZZT5QOIxAkzi1CEDjLG2,0,10,0,0,0,0,0,on-site
t6vQLBgUQUKlGx6dTDNz,UrbanSoccer - Lyon Parilly,played,captain,ChIJx3FQWjLC9EcRrrQb2eV7i_4,45.7120399&4.9039284,2025-02-01T14:00:00.000Z,60,5,,public,true,Détente,1,gUcNAgYMgAM9sCk2UguKU2LN8Za2,10,10,5,0,0,0,1,on-site
xIrA1rx7OenAu3HcByRD,Foot-Max Argenteuil,published,pro,ChIJi9oIzaRm5kcRJYcK7QsdRMU,48.9501632&2.2093946,2025-02-01T14:00:00.000Z,120,12,16,public,false,,,SuEnyPZ4TgNIkt1yap2yJ3ZHO6p1,1,10,0,0,0,0,1,on-site
cOgIj9yCJfwuzu4BAusk,Top Ten,canceled,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2025-02-01T14:30:00.000Z,90,15,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,0,on-site
zSOPzmgPC4x8zLJ2iVKD,Stade De Football L'Asco,played,captain,ChIJCZEHUa5l5kcRWYwaZxEzsdw,48.9049684&2.2322524,2025-02-01T14:45:00.000Z,120,,,public,false,Détente,3,kUyJhaAdw2Xt9Hfdn0NwVf8pmsE2,18,18,1,0,0,0,0,on-site
